,Stock_Name,Adjusted_Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Label,negative_score,neutral_score,positive_score
1562,TATAPOWER.NS,2024-12-16,427.9500122070313,430.3999938964844,424.3500061035156,425.5,4244188,0.0,0.0,-1,0.94103247,0.05138143,0.00758617
1563,TATAPOWER.NS,2024-12-17,425.3999938964844,428.0,419.2999877929688,420.8999938964844,6450903,0.0,0.0,-1,0.99254805,0.00450234,0.00294965
1565,TATAPOWER.NS,2024-12-19,410.0,413.8999938964844,406.7000122070313,412.6000061035156,7242352,0.0,0.0,1,0.9890876,0.00761896,0.00329342
1566,TATAPOWER.NS,2024-12-20,412.6000061035156,415.3999938964844,400.0499877929688,401.1000061035156,10205219,0.0,0.0,1,0.98748857,0.00928948,0.00322199
1567,TATAPOWER.NS,2024-12-23,404.8500061035156,406.0,396.8500061035156,399.8999938964844,9052063,0.0,0.0,-1,0.11981792,0.83463985,0.04554223
1568,TATAPOWER.NS,2024-12-24,400.8500061035156,405.25,398.25,399.3999938964844,6762204,0.0,0.0,0,0.9914842,0.00581195,0.00270387
1569,TATAPOWER.NS,2024-12-26,401.0,408.0,397.7000122070313,404.2999877929688,8622771,0.0,0.0,1,0.93859845,0.05446738,0.00693418
1570,TATAPOWER.NS,2024-12-27,406.0,408.0,398.1499938964844,399.0,5983308,0.0,0.0,-1,0.24361351,0.71927184,0.03711466
1571,TATAPOWER.NS,2024-12-30,399.6000061035156,400.2999877929688,387.0,389.75,29023595,0.0,0.0,-1,0.99265563,0.00440841,0.002936
1572,TATAPOWER.NS,2024-12-31,389.5,395.0,385.5,392.3999938964844,9685224,0.0,0.0,1,0.9924775,0.00452645,0.00299615
1573,TATAPOWER.NS,2025-01-01,392.5,394.2000122070313,389.2999877929688,392.3500061035156,4404708,0.0,0.0,0,0.9925315,0.00428445,0.00318403
1579,TCS.NS,2024-09-03,4510.047187401431,4544.812472391717,4484.958490919644,4501.36865234375,1717263,0.0,0.0,-1,0.9848481,0.01084407,0.00430788
1583,TCS.NS,2024-09-09,4444.158122892085,4479.322336995777,4419.717747132072,4438.72119140625,1184938,0.0,0.0,-1,0.99263847,0.00412801,0.00323349
1584,TCS.NS,2024-09-10,4431.638655180384,4528.901370547685,4429.643522557465,4496.87939453125,1385591,0.0,0.0,1,0.9859232,0.01000206,0.00407481
1590,TCS.NS,2024-09-18,4486.1054138165455,4486.1054138165455,4310.484058436688,4335.57275390625,2961779,0.0,0.0,1,0.9875465,0.00917366,0.00327985
1591,TCS.NS,2024-09-19,4379.36571351214,4411.437859533993,4271.379162202061,4285.6943359375,2927551,0.0,0.0,1,0.987227,0.00951551,0.00325746
1592,TCS.NS,2024-09-20,4306.393800826241,4320.160507823071,4217.211472313465,4274.4716796875,5447908,0.0,0.0,1,0.9836911,0.01223567,0.00407318
1594,TCS.NS,2024-09-24,4241.302704582919,4280.557036300836,4229.681154489757,4260.90478515625,3012026,0.0,0.0,-1,0.98626477,0.00949603,0.00423916
1597,TCS.NS,2024-09-27,4324.45015580984,4367.345509143133,4289.585016809904,4298.21435546875,3012477,0.0,0.0,-1,0.98663294,0.010227,0.00314
1598,TCS.NS,2024-09-30,4276.466939187237,4288.288197440873,4249.682186205689,4258.11181640625,2503416,0.0,0.0,-1,0.99272525,0.00411666,0.00315811
1599,TCS.NS,2024-10-01,4245.193473482972,4285.295837362109,4232.624526591957,4277.46484375,1823365,0.0,0.0,-1,0.9927704,0.00413685,0.0030928
1601,TCS.NS,2024-10-04,4214.717685076651,4287.540026144247,4213.769802239285,4241.9013671875,2965463,0.0,0.0,1,0.9927101,0.00413788,0.00315204
1602,TCS.NS,2024-10-07,4263.498910031814,4286.792182729185,4219.107205539069,4262.45166015625,1472619,0.0,0.0,0,0.99256986,0.00423554,0.00319465
1603,TCS.NS,2024-10-08,4262.201931379196,4268.985187478442,4193.719101329402,4242.89892578125,1541867,0.0,0.0,1,0.98596257,0.01071109,0.00332643
1604,TCS.NS,2024-10-09,4249.632745743362,4284.547568771769,4236.365307829748,4242.60009765625,1082504,0.0,0.0,-1,0.9926207,0.00414962,0.00322974
1605,TCS.NS,2024-10-10,4242.899003518827,4283.400294035131,4188.382100868689,4217.11181640625,2378875,0.0,0.0,-1,0.99268967,0.00419333,0.00311702
1606,TCS.NS,2024-10-11,4132.917432788369,4231.626819026565,4102.441975303153,4139.1025390625,5759183,0.0,0.0,-1,0.9926138,0.00419442,0.00319176
1607,TCS.NS,2024-10-14,4129.924464040301,4155.26255053153,4112.167978814686,4126.58251953125,2137590,0.0,0.0,-1,0.992732,0.00418436,0.00308368
1609,TCS.NS,2024-10-16,4075.058394739376,4104.985384174426,4057.301665631953,4084.984130859375,2359151,0.0,0.0,1,0.98593533,0.00984806,0.00421662
1610,TCS.NS,2024-10-17,4102.790557170616,4119.899209195896,4082.989011889393,4099.0,2522659,0.0,0.0,-1,0.9820341,0.01429103,0.00367491
1611,TCS.NS,2024-10-18,4090.0,4146.14990234375,4080.0,4123.0498046875,2361000,10.0,0.0,1,0.99276066,0.00418656,0.00305287
1612,TCS.NS,2024-10-21,4132.60009765625,4139.9501953125,4070.0,4079.85009765625,1595450,0.0,0.0,-1,0.99140525,0.00574881,0.00284586
1613,TCS.NS,2024-10-22,4066.0,4089.800048828125,4006.35009765625,4015.5,1928049,0.0,0.0,-1,0.5580847,0.41949022,0.02242509
1614,TCS.NS,2024-10-23,3999.60009765625,4113.5498046875,3995.14990234375,4066.25,1966476,0.0,0.0,-1,0.9862368,0.00945716,0.00430598
1615,TCS.NS,2024-10-24,4004.0,4079.0,4004.0,4047.89990234375,2676744,0.0,0.0,1,0.9924865,0.00429226,0.00322122
1617,TCS.NS,2024-10-28,4068.949951171875,4134.0,4051.0,4090.85009765625,1532534,0.0,0.0,1,0.9927872,0.00416861,0.0030442
1618,TCS.NS,2024-10-29,4095.85009765625,4103.5,4060.10009765625,4075.25,1445885,0.0,0.0,-1,0.98785025,0.00869661,0.00345315
1619,TCS.NS,2024-10-30,4075.0,4107.0,4060.050048828125,4084.64990234375,1935002,0.0,0.0,-1,0.9924744,0.00420361,0.00332197
1620,TCS.NS,2024-10-31,4070.0,4078.300048828125,3960.0,3968.449951171875,3740372,0.0,0.0,1,0.9850609,0.01176732,0.00317183
1621,TCS.NS,2024-11-01,3989.85009765625,3998.949951171875,3976.050048828125,3984.199951171875,154895,0.0,0.0,-1,0.9858155,0.00956744,0.00461709
1622,TCS.NS,2024-11-04,3966.300048828125,3991.89990234375,3913.25,3964.14990234375,2269192,0.0,0.0,-1,0.98783827,0.00874851,0.00341324
1623,TCS.NS,2024-11-05,3941.10009765625,3986.0,3941.10009765625,3971.35009765625,967590,0.0,0.0,1,0.9881296,0.00864071,0.00322971
1624,TCS.NS,2024-11-06,4003.60009765625,4149.7998046875,3975.25,4139.64990234375,3792017,0.0,0.0,1,0.99248976,0.00416622,0.00334401
1625,TCS.NS,2024-11-07,4169.7001953125,4205.7998046875,4085.050048828125,4150.89990234375,3724349,0.0,0.0,1,0.9345851,0.05911005,0.00630485
1626,TCS.NS,2024-11-08,4155.0,4169.75,4117.64990234375,4147.0,1648039,0.0,0.0,-1,0.99264985,0.00418813,0.00316201
1627,TCS.NS,2024-11-11,4128.2001953125,4234.2998046875,4117.64990234375,4198.7001953125,1406487,0.0,0.0,1,0.9926347,0.00414924,0.00321606
1628,TCS.NS,2024-11-12,4216.0,4218.0,4164.35009765625,4197.39990234375,1587640,0.0,0.0,-1,0.9921582,0.00483093,0.00301094
1629,TCS.NS,2024-11-13,4178.10009765625,4196.75,4131.0498046875,4150.35009765625,1098813,0.0,0.0,-1,0.9831131,0.01325361,0.00363337
1630,TCS.NS,2024-11-14,4135.0,4160.0,4116.4501953125,4145.89990234375,1825432,0.0,0.0,1,0.9889565,0.00750386,0.00353964
1631,TCS.NS,2024-11-18,4213.0,4213.0,3990.199951171875,4019.5,3313944,0.0,0.0,-1,0.99253666,0.00417369,0.00328961
1632,TCS.NS,2024-11-19,4019.89990234375,4132.14990234375,4014.10009765625,4039.550048828125,1776233,0.0,0.0,1,0.9925276,0.00418759,0.0032849
1634,TCS.NS,2024-11-22,4071.0,4254.9501953125,4054.0,4244.60009765625,3096553,0.0,0.0,1,0.9879561,0.00848387,0.00356004
1635,TCS.NS,2024-11-25,4280.0,4328.10009765625,4252.2001953125,4315.10009765625,4052167,0.0,0.0,1,0.9912158,0.00527222,0.00351198
1636,TCS.NS,2024-11-26,4321.0498046875,4366.60009765625,4310.0,4352.7001953125,2060669,0.0,0.0,1,0.99270004,0.0041657,0.00313429
1637,TCS.NS,2024-11-27,4358.9501953125,4377.39990234375,4324.0498046875,4332.5498046875,1558993,0.0,0.0,-1,0.9877824,0.00869188,0.00352562
1638,TCS.NS,2024-11-28,4319.0,4339.9501953125,4233.0,4244.89990234375,2558544,0.0,0.0,-1,0.9869998,0.00981627,0.00318402
1639,TCS.NS,2024-11-29,4220.0,4298.7001953125,4195.64990234375,4270.85009765625,2017425,0.0,0.0,1,0.04807073,0.8934954,0.058434
1640,TCS.NS,2024-12-02,4270.0,4288.2001953125,4230.0498046875,4276.64990234375,1670944,0.0,0.0,1,0.9867797,0.00945342,0.00376698
1641,TCS.NS,2024-12-03,4314.35009765625,4325.0,4265.4501953125,4302.75,2010905,0.0,0.0,1,0.9787269,0.01726823,0.00400483
1642,TCS.NS,2024-12-04,4313.5498046875,4386.9501953125,4289.0498046875,4354.39990234375,3302642,0.0,0.0,1,0.99201196,0.00502882,0.00295932
1643,TCS.NS,2024-12-05,4400.7998046875,4489.0,4360.0,4464.0498046875,3746747,0.0,0.0,-1,0.9893707,0.00745317,0.00317616
1644,TCS.NS,2024-12-06,4453.0,4465.0,4412.75,4445.5,1842087,0.0,0.0,-1,0.98547286,0.0101253,0.00440189
1645,TCS.NS,2024-12-09,4430.4501953125,4469.39990234375,4415.5498046875,4452.14990234375,2066639,0.0,0.0,-1,0.99252325,0.00417155,0.00330522
1646,TCS.NS,2024-12-10,4426.14990234375,4493.7998046875,4412.10009765625,4432.5498046875,2087828,0.0,0.0,1,0.98924035,0.0073429,0.0034167
1648,TCS.NS,2024-12-12,4430.0498046875,4485.0,4426.0,4454.9501953125,1914642,0.0,0.0,-1,0.0937669,0.85497993,0.05125317
1649,TCS.NS,2024-12-13,4434.9501953125,4494.89990234375,4394.39990234375,4473.89990234375,1967048,0.0,0.0,-1,0.9899144,0.00701881,0.00306673
1650,TCS.NS,2024-12-16,4459.0,4475.0,4397.0,4415.2001953125,1646224,0.0,0.0,-1,0.9926392,0.00443131,0.00292959
1651,TCS.NS,2024-12-17,4410.0,4432.9501953125,4318.0,4328.5,3225027,0.0,0.0,-1,0.98855585,0.00775725,0.00368688
1652,TCS.NS,2024-12-18,4311.7001953125,4362.0,4289.60009765625,4347.85009765625,1575404,0.0,0.0,-1,0.9854344,0.01089116,0.0036744
1653,TCS.NS,2024-12-19,4282.0,4364.0,4262.0,4271.89990234375,3015763,0.0,0.0,1,0.99055,0.00581483,0.00363518
1654,TCS.NS,2024-12-20,4329.0,4382.0,4152.5,4170.2998046875,4116989,0.0,0.0,1,0.04708825,0.8932452,0.0596665
1655,TCS.NS,2024-12-23,4200.0498046875,4217.0,4114.89990234375,4158.2998046875,2195338,0.0,0.0,-1,0.99236506,0.00508164,0.00255327
1656,TCS.NS,2024-12-24,4158.2998046875,4218.0,4158.2998046875,4179.5,1181886,0.0,0.0,1,0.9926076,0.00421157,0.00318084
1657,TCS.NS,2024-12-26,4179.5,4199.9501953125,4143.14990234375,4169.10009765625,1208464,0.0,0.0,-1,0.9921888,0.0044089,0.00340229
1658,TCS.NS,2024-12-27,4163.0,4180.9501953125,4147.25,4164.85009765625,858100,0.0,0.0,-1,0.98526704,0.01129977,0.0034331
1659,TCS.NS,2024-12-30,4151.0,4199.2998046875,4112.0,4158.7998046875,1527169,0.0,0.0,-1,0.99260825,0.00435937,0.0030324
1660,TCS.NS,2024-12-31,4135.0,4139.9501953125,4032.050048828125,4094.800048828125,1555429,0.0,0.0,-1,0.99258643,0.00432214,0.00309132
1661,TCS.NS,2025-01-01,4094.39990234375,4134.0,4085.449951171875,4112.4501953125,763161,0.0,0.0,1,0.9922246,0.00485045,0.00292506
1666,TECHM.NS,2024-09-02,1621.9314227876096,1647.2044147100562,1620.9899283447264,1631.9910888671875,1582818,0.0,0.0,-1,0.5437344,0.42858556,0.02768
1671,TECHM.NS,2024-09-09,1608.7497794079472,1616.7777677702356,1560.7311430077873,1565.1414794921875,2965098,0.0,0.0,1,0.99250495,0.00419395,0.00330111
1672,TECHM.NS,2024-09-10,1577.8275254501104,1599.3342969701532,1564.4477066099244,1593.0904541015625,2541973,0.0,0.0,1,0.9866094,0.00918451,0.00420613
1673,TECHM.NS,2024-09-11,1597.6494723425733,1612.5159376559343,1583.8731902888042,1588.3331298828125,1395340,0.0,0.0,1,0.9862546,0.00956225,0.00418318
1675,TECHM.NS,2024-09-13,1635.2120980747436,1645.1230749453298,1623.418011402025,1641.307373046875,1373924,0.0,0.0,-1,0.98683643,0.00904513,0.00411841
1678,TECHM.NS,2024-09-18,1633.4777031644264,1633.4777031644264,1574.8542498435722,1591.1082763671875,2930297,0.0,0.0,1,0.9859871,0.00987143,0.0041415
1679,TECHM.NS,2024-09-19,1605.5782877896706,1620.7916134186107,1572.9216666876384,1581.147705078125,3032379,0.0,0.0,1,0.9861056,0.00955864,0.00433581
1682,TECHM.NS,2024-09-24,1587.2925507551008,1628.869050377064,1583.8731911410252,1622.5260009765625,1781972,0.0,0.0,1,0.99259734,0.00417353,0.00322914
1683,TECHM.NS,2024-09-25,1622.5259927398067,1628.472578838163,1575.8949193420249,1588.4818115234375,2505756,0.0,0.0,1,0.98583513,0.01051188,0.003653
1685,TECHM.NS,2024-09-27,1610.5337387400234,1649.9794750115284,1590.2658394674752,1594.9239501953125,3539822,0.0,0.0,-1,0.992562,0.00418279,0.00325514
1686,TECHM.NS,2024-09-30,1591.7028406657307,1591.7028406657307,1553.8924407707557,1563.1591796875,3460691,0.0,0.0,1,0.9926973,0.00416203,0.00314066
1687,TECHM.NS,2024-10-01,1565.9343174009823,1628.2743849929698,1565.9343174009823,1610.93017578125,5176596,0.0,0.0,-1,0.9926611,0.00411612,0.00322272
1688,TECHM.NS,2024-10-03,1600.6227347493352,1616.6289862935491,1581.9405678934086,1589.770263671875,2332279,0.0,0.0,-1,0.9927085,0.00410343,0.00318814
1689,TECHM.NS,2024-10-04,1576.8364266070018,1633.7254582752764,1576.8364266070018,1602.059814453125,2927576,0.0,0.0,1,0.99265903,0.00409869,0.00324227
1690,TECHM.NS,2024-10-07,1610.484163862958,1617.521054340123,1585.9544957172636,1604.1412353515625,1619326,0.0,0.0,1,0.9927033,0.00414324,0.00315352
1691,TECHM.NS,2024-10-08,1610.5336917739176,1620.44466833868,1589.3241777286055,1614.59716796875,1311331,0.0,0.0,1,0.99277735,0.0041673,0.00305538
1692,TECHM.NS,2024-10-09,1624.4090549706416,1654.9349111084964,1617.5209746685075,1644.0328369140625,2177241,0.0,0.0,1,0.9926999,0.0047261,0.00257396
1693,TECHM.NS,2024-10-10,1658.1064391809164,1661.0301289796942,1597.005242255263,1605.2808837890625,1518162,0.0,0.0,-1,0.99256414,0.00418089,0.00325495
1695,TECHM.NS,2024-10-14,1633.329013570901,1681.8928009889678,1633.329013570901,1677.432861328125,2070051,0.0,0.0,1,0.99262404,0.00414572,0.00323033
1696,TECHM.NS,2024-10-15,1684.866129956085,1688.2853687087288,1648.6910630482043,1660.435546875,2503380,0.0,0.0,-1,0.99272233,0.00411114,0.00316651
1697,TECHM.NS,2024-10-16,1655.1331303803245,1662.5167597242082,1638.0862986285315,1645.51953125,1070524,0.0,0.0,-1,0.99266064,0.00410847,0.00323094
1699,TECHM.NS,2024-10-18,1679.9105485483512,1687.2446954938962,1630.9502995148823,1672.873779296875,3119646,0.0,0.0,1,0.99265796,0.0041088,0.00323319
1700,TECHM.NS,2024-10-21,1729.4654239345934,1746.1653953787315,1675.004655683217,1686.0552978515625,5898020,0.0,0.0,1,0.99240196,0.00461312,0.00298496
1702,TECHM.NS,2024-10-23,1681.4468198183483,1733.4298448157508,1670.5942276165608,1720.4959716796875,4198781,0.0,0.0,1,0.9926934,0.00411534,0.00319118
1703,TECHM.NS,2024-10-24,1719.604131558366,1732.4387985200922,1712.6664475825992,1720.2978515625,1570443,0.0,0.0,0,0.99251986,0.00418542,0.00329477
1704,TECHM.NS,2024-10-25,1720.297789182797,1726.888612917507,1695.1238840439803,1701.1695556640625,1743714,0.0,0.0,-1,0.9925977,0.00414272,0.00325953
1705,TECHM.NS,2024-10-28,1694.7770620672543,1712.5672173370328,1678.1265723622744,1687.3934326171875,1271473,0.0,0.0,1,0.99258196,0.00412287,0.0032951
1708,TECHM.NS,2024-10-31,1666.5999755859375,1669.800048828125,1595.550048828125,1608.6500244140625,3638913,15.0,0.0,1,0.98820484,0.00812443,0.0036707
1709,TECHM.NS,2024-11-01,1619.0,1619.0,1598.800048828125,1603.6500244140625,249236,0.0,0.0,1,0.98771346,0.00815161,0.00413494
1710,TECHM.NS,2024-11-04,1614.0,1640.25,1608.050048828125,1638.4000244140625,2746587,0.0,0.0,1,0.98755383,0.00830775,0.00413846
1712,TECHM.NS,2024-11-06,1649.949951171875,1697.75,1635.0,1693.550048828125,3164061,0.0,0.0,1,0.99270827,0.00410288,0.00318896
1713,TECHM.NS,2024-11-07,1695.0,1715.5,1644.3499755859375,1651.0,1285140,0.0,0.0,1,0.9925476,0.00418279,0.00326972
1714,TECHM.NS,2024-11-08,1660.0,1686.449951171875,1650.050048828125,1681.3499755859375,1883257,0.0,0.0,-1,0.99237263,0.00425894,0.00336845
1715,TECHM.NS,2024-11-11,1672.800048828125,1715.449951171875,1666.050048828125,1704.1500244140625,1587351,0.0,0.0,1,0.99272174,0.00419158,0.00308672
1716,TECHM.NS,2024-11-12,1710.0,1710.5,1684.0,1687.0,1414446,0.0,0.0,-1,0.9927383,0.00411047,0.00315129
1717,TECHM.NS,2024-11-13,1680.0,1689.0,1663.6500244140625,1675.5999755859375,1063556,0.0,0.0,-1,0.9926952,0.00411587,0.00318885
1718,TECHM.NS,2024-11-14,1663.0,1692.0,1663.0,1687.5,1919974,0.0,0.0,-1,0.99265397,0.00421392,0.00313208
1719,TECHM.NS,2024-11-18,1684.75,1688.0,1633.25,1660.800048828125,1617013,0.0,0.0,1,0.9927509,0.00413098,0.00311816
1720,TECHM.NS,2024-11-19,1664.9000244140625,1724.4000244140625,1664.0999755859375,1699.6500244140625,1982317,0.0,0.0,1,0.988715,0.00787841,0.00340665
1721,TECHM.NS,2024-11-21,1712.0,1725.0,1684.800048828125,1702.25,2212146,0.0,0.0,1,0.9926717,0.00412809,0.00320019
1722,TECHM.NS,2024-11-22,1714.75,1749.8499755859375,1702.25,1747.449951171875,2344087,0.0,0.0,1,0.9835207,0.01318591,0.00329339
1723,TECHM.NS,2024-11-25,1760.0,1767.800048828125,1727.8499755859375,1732.5999755859375,3913302,0.0,0.0,-1,0.99267584,0.00411431,0.00320982
1724,TECHM.NS,2024-11-26,1732.5999755859375,1762.0,1731.050048828125,1745.4000244140625,1291712,0.0,0.0,-1,0.98726636,0.00859109,0.00414251
1725,TECHM.NS,2024-11-27,1741.0,1767.0,1735.550048828125,1756.800048828125,2088228,0.0,0.0,1,0.99271727,0.00412282,0.00315992
1726,TECHM.NS,2024-11-28,1757.0,1760.0,1706.800048828125,1713.3499755859375,1787990,0.0,0.0,-1,0.9925298,0.00482012,0.00265009
1727,TECHM.NS,2024-11-29,1708.0,1730.0,1700.5,1712.300048828125,1556942,0.0,0.0,-1,0.99271834,0.00414076,0.00314094
1728,TECHM.NS,2024-12-02,1710.0,1748.0,1705.9000244140625,1745.949951171875,1370756,0.0,0.0,1,0.992698,0.00412128,0.00318071
1732,TECHM.NS,2024-12-06,1797.0,1797.0,1775.5999755859375,1782.800048828125,1180840,0.0,0.0,-1,0.985932,0.00958322,0.00448483
1733,TECHM.NS,2024-12-09,1779.0999755859375,1800.75,1771.199951171875,1777.8499755859375,1069659,0.0,0.0,-1,0.98743093,0.00856589,0.00400317
1736,TECHM.NS,2024-12-12,1768.050048828125,1807.699951171875,1761.050048828125,1789.5999755859375,3018243,0.0,0.0,-1,0.98754287,0.00908,0.00337718
1737,TECHM.NS,2024-12-13,1781.0,1804.5999755859373,1761.0,1796.4000244140625,1503188,0.0,0.0,-1,0.9925804,0.00422616,0.00319337
1738,TECHM.NS,2024-12-16,1793.5,1793.5,1766.0,1775.550048828125,1075193,0.0,0.0,-1,0.9927856,0.00446218,0.00275229
1739,TECHM.NS,2024-12-17,1777.449951171875,1789.1500244140625,1761.0,1770.75,1160899,0.0,0.0,-1,0.9927241,0.00429932,0.00297658
1740,TECHM.NS,2024-12-18,1762.050048828125,1787.949951171875,1760.550048828125,1778.9000244140625,1337600,0.0,0.0,-1,0.992531,0.0041732,0.00329575
1741,TECHM.NS,2024-12-19,1739.949951171875,1768.9000244140625,1735.0,1754.3499755859375,2402819,0.0,0.0,1,0.99240804,0.00422384,0.00336807
1742,TECHM.NS,2024-12-20,1770.0,1770.8499755859375,1680.0999755859375,1686.050048828125,2921154,0.0,0.0,1,0.9858118,0.00968695,0.00450112
1743,TECHM.NS,2024-12-23,1690.9000244140625,1725.0,1685.8499755859375,1712.4000244140625,1301223,0.0,0.0,1,0.9856822,0.00969715,0.00462064
1744,TECHM.NS,2024-12-24,1717.5999755859375,1725.3499755859375,1695.699951171875,1704.9000244140625,711026,0.0,0.0,1,0.9928382,0.00431839,0.00284334
1745,TECHM.NS,2024-12-26,1707.0999755859375,1714.6500244140625,1690.6500244140625,1698.699951171875,659638,0.0,0.0,1,0.9927505,0.00411208,0.00313738
1747,TECHM.NS,2024-12-30,1715.0,1773.5999755859375,1693.800048828125,1740.8499755859375,6781500,0.0,0.0,-1,0.99243516,0.00420036,0.00336441
1748,TECHM.NS,2024-12-31,1729.0,1729.0,1682.449951171875,1706.199951171875,1459630,0.0,0.0,-1,0.99258655,0.00417396,0.00323954
1749,TECHM.NS,2025-01-01,1700.5999755859375,1717.5999755859375,1691.25,1703.8499755859375,721479,0.0,0.0,1,0.9925863,0.00417792,0.00323569
1754,TITAN.NS,2024-09-02,3565.14990234375,3601.949951171875,3552.0,3587.550048828125,718800,0.0,0.0,1,0.9922086,0.00467227,0.00311908
1758,TITAN.NS,2024-09-06,3714.949951171875,3742.0,3665.0,3695.5,1408795,0.0,0.0,-1,0.9926702,0.00415661,0.00317318
1759,TITAN.NS,2024-09-09,3690.10009765625,3724.449951171875,3653.75,3684.550048828125,923357,0.0,0.0,1,0.99285346,0.00420549,0.00294108
1761,TITAN.NS,2024-09-11,3731.89990234375,3743.5,3700.10009765625,3711.10009765625,831810,0.0,0.0,1,0.9926345,0.00414628,0.00321915
1762,TITAN.NS,2024-09-12,3736.0,3774.0,3711.10009765625,3764.25,1337327,0.0,0.0,1,0.9924786,0.00419529,0.00332614
1763,TITAN.NS,2024-09-13,3777.0,3799.85009765625,3740.0,3767.0,1003355,0.0,0.0,-1,0.9925282,0.00416579,0.00330601
1764,TITAN.NS,2024-09-16,3768.0,3789.0,3735.39990234375,3740.64990234375,386602,0.0,0.0,1,0.99232507,0.00447538,0.00319951
1765,TITAN.NS,2024-09-17,3759.89990234375,3777.0,3727.300048828125,3767.39990234375,392339,0.0,0.0,1,0.9535394,0.04044807,0.00601259
1767,TITAN.NS,2024-09-19,3750.0,3795.0,3741.10009765625,3780.949951171875,945257,0.0,0.0,1,0.08012023,0.8694593,0.05042057
1768,TITAN.NS,2024-09-20,3793.0,3819.0,3740.0,3797.199951171875,1951755,0.0,0.0,1,0.9567791,0.03747489,0.00574601
1769,TITAN.NS,2024-09-23,3797.199951171875,3829.0,3781.0,3820.10009765625,530107,0.0,0.0,-1,0.98452973,0.01236905,0.00310123
1770,TITAN.NS,2024-09-24,3818.0,3839.89990234375,3781.550048828125,3784.89990234375,1281513,0.0,0.0,1,0.9909117,0.00583508,0.00325313
1771,TITAN.NS,2024-09-25,3800.0,3803.550048828125,3710.050048828125,3737.25,942343,0.0,0.0,-1,0.99017006,0.00645498,0.00337488
1772,TITAN.NS,2024-09-26,3738.0,3777.14990234375,3701.39990234375,3757.550048828125,1863893,0.0,0.0,1,0.99251294,0.00419014,0.00329685
1773,TITAN.NS,2024-09-27,3774.0,3867.0,3751.199951171875,3816.699951171875,2164755,0.0,0.0,-1,0.9910348,0.00580576,0.00315939
1774,TITAN.NS,2024-09-30,3786.0,3863.550048828125,3786.0,3823.949951171875,1068609,0.0,0.0,1,0.9917207,0.00573215,0.00254723
1776,TITAN.NS,2024-10-03,3689.10009765625,3782.0,3650.050048828125,3674.949951171875,1597560,0.0,0.0,-1,0.95133054,0.04357032,0.00509913
1777,TITAN.NS,2024-10-04,3625.0,3753.800048828125,3625.0,3670.10009765625,1542987,0.0,0.0,1,0.0443495,0.8934396,0.06221089
1778,TITAN.NS,2024-10-07,3739.949951171875,3748.0,3552.300048828125,3589.25,2523321,0.0,0.0,-1,0.9926807,0.0041386,0.00318066
1779,TITAN.NS,2024-10-08,3589.25,3595.0,3480.0,3493.35009765625,1360120,0.0,0.0,1,0.9902214,0.0065031,0.00327545
1780,TITAN.NS,2024-10-09,3518.0,3558.800048828125,3486.60009765625,3493.449951171875,1063802,0.0,0.0,1,0.992737,0.004154,0.00310905
1781,TITAN.NS,2024-10-10,3510.0,3531.550048828125,3415.10009765625,3447.25,1488328,0.0,0.0,1,0.9926455,0.00424834,0.00310608
1782,TITAN.NS,2024-10-11,3464.0,3491.0,3444.300048828125,3474.39990234375,858463,0.0,0.0,1,0.9925706,0.00427053,0.00315892
1783,TITAN.NS,2024-10-14,3474.39990234375,3525.0,3452.550048828125,3497.800048828125,593206,0.0,0.0,1,0.99258924,0.00416412,0.00324667
1784,TITAN.NS,2024-10-15,3523.949951171875,3529.449951171875,3477.0,3508.5,578719,0.0,0.0,-1,0.85131216,0.13836497,0.01032293
1785,TITAN.NS,2024-10-16,3508.0,3510.0,3440.0,3471.0,591644,0.0,0.0,1,0.9908565,0.00597176,0.00317177
1786,TITAN.NS,2024-10-17,3487.0,3487.0,3380.10009765625,3403.35009765625,560796,0.0,0.0,-1,0.99114674,0.00592744,0.00292583
1787,TITAN.NS,2024-10-18,3395.0,3422.35009765625,3296.10009765625,3381.449951171875,1249585,0.0,0.0,1,0.99265784,0.00419155,0.00315066
1788,TITAN.NS,2024-10-21,3417.949951171875,3419.85009765625,3335.5,3363.25,714746,0.0,0.0,1,0.99263376,0.00418746,0.00317869
1789,TITAN.NS,2024-10-22,3374.89990234375,3421.5,3319.25,3329.800048828125,882086,0.0,0.0,-1,0.9925443,0.00419653,0.00325924
1790,TITAN.NS,2024-10-23,3330.0,3335.0,3282.5,3288.60009765625,877837,0.0,0.0,1,0.04709781,0.89307076,0.0598315
1791,TITAN.NS,2024-10-24,3301.050048828125,3342.89990234375,3279.199951171875,3330.89990234375,764369,0.0,0.0,1,0.9925241,0.00416255,0.0033134
1792,TITAN.NS,2024-10-25,3332.0,3342.35009765625,3232.35009765625,3266.550048828125,805013,0.0,0.0,1,0.99228114,0.00465434,0.0030645
1793,TITAN.NS,2024-10-28,3270.0,3315.0,3254.050048828125,3283.050048828125,736462,0.0,0.0,1,0.9927791,0.00412859,0.00309229
1796,TITAN.NS,2024-10-31,3291.0,3299.89990234375,3253.60009765625,3267.050048828125,1170306,0.0,0.0,1,0.99265057,0.00429238,0.00305699
1798,TITAN.NS,2024-11-04,3318.0,3318.0,3190.10009765625,3222.0,1122152,0.0,0.0,-1,0.98917526,0.00754401,0.00328075
